VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,01/01/2020 01:07:56 AM,01/01/2020 01:28:07 AM,2,3.64,1,N,161,144,1,15.5,0.5,0.5,2.32,0,0.3,21.62,2.5
2,01/01/2020 01:34:32 AM,01/01/2020 01:46:09 AM,2,2.42,1,N,144,68,1,10.5,0.5,0.5,4.29,0,0.3,18.59,2.5
2,01/01/2020 01:47:54 AM,01/01/2020 02:05:21 AM,2,2.93,1,N,68,142,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
2,01/01/2020 01:10:56 AM,01/01/2020 01:31:52 AM,1,3.81,1,N,264,264,1,17,0.5,0.5,5.2,0,0.3,26,2.5
2,01/01/2020 01:36:20 AM,01/01/2020 02:04:44 AM,1,9.18,1,N,264,264,1,30,0.5,0.5,0,0,0.3,31.3,0
2,01/01/2020 01:12:57 AM,01/01/2020 01:29:19 AM,1,3.01,1,N,234,237,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,01/01/2020 01:37:06 AM,01/01/2020 01:43:47 AM,1,0.47,1,N,161,164,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5
2,01/01/2020 01:46:09 AM,01/01/2020 02:08:05 AM,2,3.18,1,N,170,144,1,15.5,0.5,0.5,3.86,0,0.3,23.16,2.5
1,01/01/2020 01:10:03 AM,01/01/2020 01:22:47 AM,1,1.9,1,N,232,231,2,10,3,0.5,0,0,0.3,13.8,2.5
1,01/01/2020 01:24:03 AM,01/01/2020 01:32:18 AM,1,1.2,1,N,231,114,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5
1,01/01/2020 01:05:44 AM,01/01/2020 01:17:51 AM,1,1.6,1,N,68,79,2,9.5,3,0.5,0,0,0.3,13.3,2.5
1,01/01/2020 01:25:42 AM,01/01/2020 01:34:02 AM,1,0.8,1,N,148,79,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,01/01/2020 01:35:51 AM,01/01/2020 01:56:03 AM,1,4.1,1,N,79,25,1,17,3,0.5,4,0,0.3,24.8,2.5
2,01/01/2020 01:22:07 AM,01/01/2020 01:24:14 AM,1,0.54,1,N,236,75,1,4,0.5,0.5,1.5,0,0.3,9.3,2.5
2,01/01/2020 01:36:06 AM,01/01/2020 01:55:35 AM,1,2.17,1,N,239,48,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
2,01/01/2020 01:56:28 AM,01/01/2020 02:08:57 AM,1,1.99,1,N,48,170,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5
2,01/01/2020 01:47:56 AM,01/01/2020 01:48:08 AM,4,0.01,1,N,129,129,2,2.5,0.5,0.5,0,0,0.3,3.8,0
2,01/01/2020 01:53:34 AM,01/01/2020 01:54:17 AM,4,0,5,N,129,129,4,0,0,0,0,0,-0.3,-0.3,0
2,01/01/2020 01:53:34 AM,01/01/2020 01:54:17 AM,4,0,5,N,129,129,2,0,0,0,0,0,0.3,0.3,0
2,01/01/2020 01:58:47 AM,01/01/2020 02:00:07 AM,4,0,5,N,129,129,2,45,0,0,0,0,0.3,45.3,0
1,01/01/2020 01:10:07 AM,01/01/2020 01:20:12 AM,1,1.4,1,N,148,224,1,8.5,3,0.5,12.3,0,0.3,24.6,2.5
1,01/01/2020 01:21:33 AM,01/01/2020 01:25:36 AM,1,1,1,N,224,137,1,5,3,0.5,1.76,0,0.3,10.56,2.5
1,01/01/2020 01:31:26 AM,01/01/2020 01:39:53 AM,1,1,1,N,137,234,2,7.5,3,0.5,0,0,0.3,11.3,2.5
1,01/01/2020 01:42:22 AM,01/01/2020 02:06:47 AM,1,4.3,1,N,90,239,1,18.5,3,0.5,3,0,0.3,25.3,2.5
1,01/01/2020 01:05:06 AM,01/01/2020 01:16:59 AM,0,1.7,1,N,90,144,2,9,3.5,0.5,0,0,0.3,13.3,2.5
1,01/01/2020 01:18:11 AM,01/01/2020 01:29:29 AM,0,1.8,1,N,144,107,1,9,3.5,0.5,3.33,0,0.3,16.63,2.5
1,01/01/2020 01:40:49 AM,01/01/2020 01:50:34 AM,0,1.2,1,N,107,186,1,8,3.5,0.5,2.45,0,0.3,14.75,2.5
1,01/01/2020 01:52:14 AM,01/01/2020 01:57:22 AM,0,0.9,1,N,186,249,3,5.5,3.5,0.5,0,0,0.3,9.8,2.5
1,01/01/2020 01:59:16 AM,01/01/2020 02:03:53 AM,0,0.8,1,N,249,79,3,5,3.5,0.5,0,0,0.3,9.3,2.5
1,01/01/2020 01:20:33 AM,01/01/2020 01:40:15 AM,1,2.3,1,N,68,161,2,13,3,0.5,0,0,0.3,16.8,2.5
1,01/01/2020 01:41:53 AM,01/01/2020 01:47:36 AM,2,0.5,1,N,161,229,1,5,3,0.5,1.75,0,0.3,10.55,2.5
1,01/01/2020 01:49:55 AM,01/01/2020 01:51:39 AM,1,0.4,1,N,229,141,1,3.5,3,0.5,1.45,0,0.3,8.75,2.5
1,01/01/2020 01:55:56 AM,01/01/2020 02:20:33 AM,1,4.5,1,N,140,144,1,19,3,0.5,2.2,0,0.3,25,2.5
2,01/01/2020 01:06:26 AM,01/01/2020 01:27:44 AM,2,1.6,1,N,68,48,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
2,01/01/2020 01:29:29 AM,01/01/2020 02:16:53 AM,2,8.54,1,N,48,37,1,35,0.5,0.5,7.76,0,0.3,46.56,2.5
2,01/01/2020 12:57:32 AM,01/01/2020 01:07:59 AM,1,1.66,1,N,170,141,1,8.5,0.5,0.5,2.5,0,0.3,14.8,2.5
2,01/01/2020 01:11:14 AM,01/01/2020 01:19:06 AM,1,1.33,1,N,237,170,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,01/01/2020 01:29:41 AM,01/01/2020 01:49:37 AM,1,1.52,1,N,137,68,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,01/01/2020 01:52:31 AM,01/01/2020 02:07:07 AM,1,1.8,1,N,246,137,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5
2,01/01/2020 01:29:13 AM,01/01/2020 02:08:04 AM,2,20.65,2,N,238,132,1,52,0,0.5,12.28,6.12,0.3,73.7,2.5
2,01/01/2020 01:05:52 AM,01/01/2020 01:29:03 AM,1,0.96,1,N,50,48,2,14,0.5,0.5,0,0,0.3,17.8,2.5
2,01/01/2020 01:31:07 AM,01/01/2020 01:41:53 AM,1,1.16,1,N,48,186,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01/01/2020 01:42:58 AM,01/01/2020 01:55:45 AM,1,1.99,1,N,186,237,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5
2,01/01/2020 01:09:45 AM,01/01/2020 01:24:51 AM,1,4.08,1,N,52,79,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5
2,01/01/2020 01:27:13 AM,01/01/2020 01:39:19 AM,1,2,1,N,79,87,1,10.5,0.5,0.5,1,0,0.3,15.3,2.5
2,01/01/2020 01:40:24 AM,01/01/2020 01:47:15 AM,1,2.55,1,N,87,4,1,9.5,0.5,0.5,3.99,0,0.3,17.29,2.5
2,01/01/2020 01:48:05 AM,01/01/2020 02:15:51 AM,1,6,1,N,4,146,1,23,0.5,0.5,5.36,0,0.3,32.16,2.5
2,01/01/2020 01:00:19 AM,01/01/2020 01:07:46 AM,2,1.74,1,N,229,263,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,01/01/2020 01:13:16 AM,01/01/2020 01:15:55 AM,2,0.4,1,N,237,237,2,4,0.5,0.5,0,0,0.3,7.8,2.5
2,01/01/2020 01:30:22 AM,01/01/2020 01:35:12 AM,1,0.67,1,N,170,234,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01/01/2020 01:35:45 AM,01/01/2020 01:46:01 AM,1,1.23,1,N,234,90,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,01/01/2020 01:46:49 AM,01/01/2020 02:10:53 AM,1,3.04,1,N,90,148,1,10,0.5,0.5,4.14,0,0.3,17.94,2.5
1,01/01/2020 01:08:10 AM,01/01/2020 01:36:22 AM,2,6.5,1,N,263,129,2,23.5,3,0.5,0,0,0.3,27.3,2.5
1,01/01/2020 01:37:11 AM,01/01/2020 01:45:02 AM,1,1.3,1,N,129,82,2,7.5,0.5,0.5,0,0,0.3,8.8,0
1,01/01/2020 01:48:07 AM,01/01/2020 02:01:21 AM,1,1.4,1,N,82,129,2,10,0.5,0.5,0,0,0.3,11.3,0
2,01/01/2020 01:08:56 AM,01/01/2020 01:33:57 AM,1,5.79,1,N,142,244,2,21,0.5,0.5,0,0,0.3,24.8,2.5
2,01/01/2020 01:39:09 AM,01/01/2020 01:42:47 AM,1,0.49,1,N,244,244,2,4.5,0.5,0.5,0,0,0.3,5.8,0
2,01/01/2020 01:48:19 AM,01/01/2020 01:56:57 AM,1,1.12,1,N,116,166,2,7.5,0.5,0.5,0,0,0.3,8.8,0
2,01/01/2020 01:12:48 AM,01/01/2020 01:21:31 AM,1,2.31,1,N,50,238,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,01/01/2020 01:26:13 AM,01/01/2020 01:46:15 AM,1,3.23,1,N,151,140,1,15.5,0.5,0.5,3.86,0,0.3,23.16,2.5
2,01/01/2020 01:49:16 AM,01/01/2020 01:49:28 AM,2,0,5,N,238,264,2,41,0,0,0,0,0.3,43.8,2.5
1,01/01/2020 01:08:48 AM,01/01/2020 01:29:02 AM,1,5.2,1,N,234,24,1,18.5,3,0.5,4.45,0,0.3,26.75,2.5
1,01/01/2020 01:30:23 AM,01/01/2020 01:41:21 AM,1,1.7,1,N,24,42,2,9.5,0.5,0.5,0,0,0.3,10.8,0
1,01/01/2020 01:58:06 AM,01/01/2020 02:01:32 AM,1,0.7,1,N,151,238,2,5,3,0.5,0,0,0.3,8.8,2.5
2,01/01/2020 01:00:11 AM,01/01/2020 01:02:37 AM,1,0.45,1,N,107,79,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
2,01/01/2020 01:04:09 AM,01/01/2020 01:09:57 AM,1,0.66,1,N,79,148,1,5.5,0.5,0.5,2.32,0,0.3,11.62,2.5
2,01/01/2020 01:10:38 AM,01/01/2020 01:14:52 AM,1,0.69,1,N,148,4,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01/01/2020 01:17:28 AM,01/01/2020 01:36:38 AM,1,3.23,1,N,4,68,1,15,0.5,0.5,3.76,0,0.3,22.56,2.5
2,01/01/2020 01:49:45 AM,01/01/2020 02:14:46 AM,1,5.16,1,N,68,145,1,20,0.5,0.5,4.76,0,0.3,28.56,2.5
1,01/01/2020 01:12:09 AM,01/01/2020 01:29:44 AM,2,2.5,1,N,161,262,1,13,3,0.5,5,0,0.3,21.8,2.5
1,01/01/2020 01:33:52 AM,01/01/2020 01:47:36 AM,1,5.1,1,N,263,42,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
2,01/01/2020 01:01:37 AM,01/01/2020 01:05:46 AM,1,0.65,1,N,237,237,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01/01/2020 01:08:51 AM,01/01/2020 01:28:38 AM,1,8.86,1,N,162,196,2,26.5,0.5,0.5,0,6.12,0.3,36.42,2.5
2,01/01/2020 01:45:52 AM,01/01/2020 02:03:49 AM,1,5.79,1,N,83,202,2,19,0.5,0.5,0,0,0.3,20.3,0
1,01/01/2020 01:08:31 AM,01/01/2020 01:25:59 AM,1,2.1,1,N,232,249,1,12,3,0.5,4.7,0,0.3,20.5,2.5
1,01/01/2020 01:27:51 AM,01/01/2020 01:40:04 AM,2,1.6,1,N,249,186,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
1,01/01/2020 01:42:41 AM,01/01/2020 02:04:41 AM,2,4.3,1,N,186,65,1,17.5,3,0.5,2.7,0,0.3,24,2.5
1,01/01/2020 01:39:19 AM,01/01/2020 02:12:06 AM,3,10.7,1,N,132,72,2,34,0.5,0.5,0,0,0.3,35.3,0
2,01/01/2020 01:06:54 AM,01/01/2020 01:17:56 AM,1,1.63,1,N,249,79,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01/01/2020 01:18:46 AM,01/01/2020 01:24:07 AM,1,0.92,1,N,79,79,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01/01/2020 01:26:31 AM,01/01/2020 01:49:49 AM,1,4.21,1,N,79,143,1,17,0.5,0.5,2.08,0,0.3,22.88,2.5
2,01/01/2020 01:59:09 AM,01/01/2020 02:16:17 AM,1,3.26,1,N,142,262,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
1,01/01/2020 01:24:18 AM,01/01/2020 01:48:14 AM,1,6,1,N,113,24,1,21.5,3,0.5,4,0,0.3,29.3,2.5
1,01/01/2020 01:20:01 AM,01/01/2020 01:43:31 AM,1,4.9,1,N,233,41,1,18.5,3,0.5,4.45,0,0.3,26.75,2.5
1,01/01/2020 01:49:35 AM,01/01/2020 02:01:14 AM,1,1.4,1,N,41,75,1,9,0.5,0.5,0,0,0.3,10.3,0
1,01/01/2020 01:03:36 AM,01/01/2020 01:10:20 AM,1,1.7,1,N,87,13,1,8,3,0.5,2.35,0,0.3,14.15,2.5
2,01/01/2020 01:49:52 AM,01/01/2020 02:05:08 AM,1,1.99,1,N,107,232,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,01/01/2020 01:04:03 AM,01/01/2020 01:08:43 AM,4,1.32,1,N,140,263,2,6,0.5,0.5,0,0,0.3,9.8,2.5
2,01/01/2020 01:18:44 AM,01/01/2020 01:29:56 AM,4,1.8,1,N,141,170,1,9,0.5,0.5,2,0,0.3,14.8,2.5
2,01/01/2020 01:36:07 AM,01/01/2020 01:56:59 AM,5,2.9,1,N,233,143,1,15,0.5,0.5,2.8,0,0.3,21.6,2.5
1,01/01/2020 01:16:04 AM,01/01/2020 01:23:04 AM,1,0.8,1,N,162,137,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5
1,01/01/2020 01:25:53 AM,01/01/2020 01:29:22 AM,1,0.4,1,N,137,233,1,4,3,0.5,1.55,0,0.3,9.35,2.5
1,01/01/2020 01:43:20 AM,01/01/2020 02:11:30 AM,4,3.8,1,N,164,231,2,19,3,0.5,0,0,0.3,22.8,2.5
1,01/01/2020 01:17:42 AM,01/01/2020 01:57:57 AM,2,11.9,1,N,255,116,2,39.5,3,0.5,0,0,0.3,43.3,2.5
1,01/01/2020 01:19:21 AM,01/01/2020 01:28:33 AM,3,2.8,1,N,255,65,2,11,0.5,0.5,0,0,0.3,12.3,0
1,01/01/2020 01:35:42 AM,01/01/2020 02:07:44 AM,1,9.3,1,N,144,116,1,31.5,3,0.5,10.55,0,0.3,45.85,2.5
1,01/01/2020 01:33:02 AM,01/01/2020 01:40:17 AM,1,1.7,1,N,151,142,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5
1,01/01/2020 01:46:02 AM,01/01/2020 01:58:45 AM,1,1.4,1,N,48,186,1,9,3,0.5,2.55,0,0.3,15.35,2.5
2,01/01/2020 01:00:18 AM,01/01/2020 01:12:20 AM,1,4.56,1,N,239,244,1,15,0.5,0.5,3.76,0,0.3,22.56,2.5
2,01/01/2020 01:13:42 AM,01/01/2020 01:18:41 AM,2,0.85,1,N,244,244,1,5.5,0.5,0.5,1.7,0,0.3,8.5,0
2,01/01/2020 01:35:25 AM,01/01/2020 02:05:31 AM,1,12.44,1,N,152,95,1,37,0.5,0.5,2,6.12,0.3,46.42,0
1,01/01/2020 01:15:16 AM,01/01/2020 01:18:21 AM,1,0.2,1,N,163,43,1,4,3,0.5,6,0,0.3,13.8,2.5
1,01/01/2020 01:22:40 AM,01/01/2020 01:44:51 AM,1,4.7,1,N,43,41,2,18.5,3,0.5,0,0,0.3,22.3,2.5
2,01/01/2020 01:20:02 AM,01/01/2020 01:40:21 AM,1,4.43,1,N,148,141,1,17,0.5,0.5,3.12,0,0.3,23.92,2.5
2,01/01/2020 01:44:04 AM,01/01/2020 01:54:25 AM,1,2.11,1,N,141,238,1,9.5,0.5,0.5,1,0,0.3,14.3,2.5
1,01/01/2020 01:05:36 AM,01/01/2020 01:13:02 AM,1,1.1,1,N,211,249,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5
1,01/01/2020 01:18:59 AM,01/01/2020 01:37:28 AM,1,2.9,1,N,249,233,1,13.5,3,0.5,4.3,0,0.3,21.6,2.5
1,01/01/2020 01:30:36 AM,01/01/2020 01:37:09 AM,2,0.9,1,N,163,162,2,6,3,0.5,0,0,0.3,9.8,2.5
1,01/01/2020 01:39:17 AM,01/01/2020 02:03:18 AM,4,5.5,1,N,162,144,1,21.5,3,0.5,1,0,0.3,26.3,2.5
2,01/01/2020 01:19:22 AM,01/01/2020 01:30:32 AM,4,2.23,1,N,45,90,1,10,0.5,0.5,2.07,0,0.3,15.87,2.5
2,01/01/2020 01:31:41 AM,01/01/2020 01:34:04 AM,3,0.29,1,N,90,68,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,01/01/2020 01:35:01 AM,01/01/2020 01:58:01 AM,3,2.97,1,N,68,161,2,15.5,0.5,0.5,0,0,0.3,19.3,2.5
2,01/01/2020 01:59:02 AM,01/01/2020 02:04:26 AM,4,1.13,1,N,161,141,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
1,01/01/2020 01:48:45 AM,01/01/2020 02:14:06 AM,1,6.1,1,N,209,48,2,22.5,3,0.5,0,0,0.3,26.3,2.5
2,01/01/2020 01:23:08 AM,01/01/2020 01:40:27 AM,1,2.01,1,N,50,246,1,12,0.5,0.5,1.5,0,0.3,17.3,2.5
2,01/01/2020 01:42:38 AM,01/01/2020 02:01:58 AM,3,3.16,1,N,246,45,2,14,0.5,0.5,0,0,0.3,17.8,2.5
2,01/01/2020 01:04:41 AM,01/01/2020 01:09:14 AM,2,0.68,1,N,237,141,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
2,01/01/2020 01:13:52 AM,01/01/2020 01:30:50 AM,1,3.2,1,N,237,74,1,13.5,0.5,0.5,2,0,0.3,19.3,2.5
2,01/01/2020 01:49:25 AM,01/01/2020 02:01:33 AM,1,2.42,1,N,142,263,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,01/01/2020 01:27:21 AM,01/01/2020 01:49:34 AM,3,3.63,1,N,43,79,1,16.5,0.5,0.5,4.06,0,0.3,24.36,2.5
2,01/01/2020 01:51:39 AM,01/01/2020 02:08:29 AM,4,4.32,1,N,79,262,1,15,0.5,0.5,2,0,0.3,20.8,2.5
2,01/01/2020 01:02:48 AM,01/01/2020 01:17:49 AM,1,5.9,1,N,238,243,1,19,0.5,0.5,4.56,0,0.3,27.36,2.5
2,01/01/2020 01:21:03 AM,01/01/2020 01:42:15 AM,1,4.95,1,N,243,152,2,18,0.5,0.5,0,0,0.3,19.3,0
2,01/01/2020 01:48:45 AM,01/01/2020 02:00:42 AM,1,3.4,1,N,151,161,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5
2,01/01/2020 01:50:10 AM,01/01/2020 02:10:58 AM,1,4.26,1,N,148,140,1,16.5,0.5,0.5,5,0,0.3,25.3,2.5
2,01/01/2020 01:05:11 AM,01/01/2020 01:19:34 AM,1,1.47,1,N,246,48,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5
2,01/01/2020 01:22:15 AM,01/01/2020 01:27:31 AM,1,0.65,1,N,48,48,1,5,0.5,0.5,2.64,0,0.3,11.44,2.5
2,01/01/2020 01:28:38 AM,01/01/2020 01:44:32 AM,1,2.89,1,N,142,137,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
2,01/01/2020 01:49:16 AM,01/01/2020 02:06:00 AM,1,4.29,1,N,107,145,1,15.5,0.5,0.5,3.86,0,0.3,23.16,2.5
1,01/01/2020 01:02:54 AM,01/01/2020 01:10:30 AM,3,1.1,1,N,170,234,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5
1,01/01/2020 01:12:55 AM,01/01/2020 01:27:52 AM,1,1.5,1,N,234,148,2,10.5,3,0.5,0,0,0.3,14.3,2.5
1,01/01/2020 01:28:29 AM,01/01/2020 01:33:26 AM,2,0.8,1,N,148,79,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,01/01/2020 01:34:40 AM,01/01/2020 01:39:23 AM,2,0.8,1,N,113,90,1,5,3,0.5,2.6,0,0.3,11.4,2.5
1,01/01/2020 01:41:07 AM,01/01/2020 01:45:15 AM,1,0.6,1,N,68,249,2,4.5,3,0.5,0,0,0.3,8.3,2.5
1,01/01/2020 01:48:02 AM,01/01/2020 02:17:39 AM,1,4.7,1,N,249,255,1,21.5,3,0.5,5.05,0,0.3,30.35,2.5
2,01/01/2020 01:09:30 AM,01/01/2020 01:16:03 AM,1,0.93,1,N,79,114,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01/01/2020 01:17:11 AM,01/01/2020 01:25:09 AM,1,0.79,1,N,114,148,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01/01/2020 01:25:57 AM,01/01/2020 01:38:07 AM,1,1.58,1,N,148,107,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,01/01/2020 01:40:53 AM,01/01/2020 01:44:34 AM,1,0.6,1,N,137,170,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5
2,01/01/2020 01:49:45 AM,01/01/2020 02:01:28 AM,1,2.5,1,N,170,43,1,10.5,0.5,0.5,3.58,0,0.3,17.88,2.5
1,01/01/2020 01:24:40 AM,01/01/2020 01:35:05 AM,2,1.4,1,N,249,107,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
1,01/01/2020 01:39:29 AM,01/01/2020 02:02:17 AM,2,4.2,1,N,234,239,1,18,3,0.5,6.5,0,0.3,28.3,2.5
2,01/01/2020 01:09:01 AM,01/01/2020 01:39:04 AM,1,4.22,1,N,144,50,1,21,0.5,0.5,0,0,0.3,24.8,2.5
2,01/01/2020 01:40:16 AM,01/01/2020 01:53:16 AM,1,3.42,1,N,50,43,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5
1,01/01/2020 01:22:15 AM,01/01/2020 01:36:19 AM,2,2.4,1,N,48,236,1,11.5,3,0.5,2.3,0,0.3,17.6,2.5
1,01/01/2020 01:57:32 AM,01/01/2020 02:14:03 AM,2,3.5,1,Y,164,79,1,14.5,3,0.5,3.65,0,0.3,21.95,2.5
2,01/01/2020 01:09:14 AM,01/01/2020 01:17:53 AM,1,1.41,1,N,161,141,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,01/01/2020 01:01:18 AM,01/01/2020 01:32:55 AM,1,5.58,1,N,68,75,1,25,0.5,0.5,5.76,0,0.3,34.56,2.5
2,01/01/2020 01:40:21 AM,01/01/2020 01:44:11 AM,1,0.8,1,N,239,151,1,5,0.5,0.5,1,0,0.3,9.8,2.5
2,01/01/2020 01:07:16 AM,01/01/2020 01:16:34 AM,1,1.15,1,N,231,148,1,7.5,0.5,0.5,2,0,0.3,13.3,2.5
2,01/01/2020 01:52:50 AM,01/01/2020 01:54:08 AM,1,0.13,1,N,170,170,2,3,0.5,0.5,0,0,0.3,6.8,2.5
2,01/01/2020 01:10:17 AM,01/01/2020 01:16:16 AM,1,0.57,1,N,234,137,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5
2,01/01/2020 01:19:31 AM,01/01/2020 01:27:17 AM,1,1.05,1,N,137,233,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5
2,01/01/2020 01:29:52 AM,01/01/2020 01:35:17 AM,1,1.48,1,N,229,262,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01/01/2020 01:37:11 AM,01/01/2020 01:57:54 AM,1,4.62,1,N,262,179,1,17.5,0.5,0.5,6.39,0,0.3,27.69,2.5
2,01/01/2020 01:20:36 AM,01/01/2020 01:31:58 AM,1,1.6,1,N,50,234,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,01/01/2020 01:38:49 AM,01/01/2020 01:49:16 AM,2,1.42,1,N,234,79,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
1,01/01/2020 01:59:38 AM,01/01/2020 02:19:33 AM,1,3.7,1,N,144,163,1,15,3,0.5,2.82,0,0.3,21.62,2.5
1,01/01/2020 01:05:39 AM,01/01/2020 01:38:24 AM,1,6.6,1,N,90,188,1,26,3,0.5,5.95,0,0.3,35.75,2.5
1,01/01/2020 01:58:49 AM,01/01/2020 02:08:42 AM,1,1.6,1,N,231,90,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
1,01/01/2020 01:18:28 AM,01/01/2020 01:49:04 AM,1,4.8,1,N,232,50,1,22,3,0.5,5.15,0,0.3,30.95,2.5
1,01/01/2020 01:53:45 AM,01/01/2020 02:11:16 AM,1,6.5,1,N,48,244,2,21.5,3,0.5,0,0,0.3,25.3,2.5
1,01/01/2020 01:11:40 AM,01/01/2020 01:28:52 AM,1,3.1,1,N,137,163,2,13,3,0.5,0,0,0.3,16.8,2.5
1,01/01/2020 01:31:13 AM,01/01/2020 01:45:04 AM,3,2.6,1,N,163,263,1,11.5,3,0.5,1.5,0,0.3,16.8,2.5
2,01/01/2020 01:00:48 AM,01/01/2020 01:14:08 AM,5,2.78,1,N,249,162,1,11.5,0.5,0.5,3.82,0,0.3,19.12,2.5
2,01/01/2020 01:26:34 AM,01/01/2020 01:47:15 AM,4,4.7,1,N,234,181,1,18.5,0.5,0.5,5.58,0,0.3,27.88,2.5
2,01/01/2020 01:02:41 AM,01/01/2020 01:13:16 AM,1,1.58,1,N,255,37,1,8.5,0.5,0.5,1.96,0,0.3,11.76,0
2,01/01/2020 01:19:25 AM,01/01/2020 01:22:53 AM,1,0.64,1,N,80,37,2,4.5,0.5,0.5,0,0,0.3,5.8,0
2,01/01/2020 01:30:49 AM,01/01/2020 01:58:26 AM,1,10.31,1,N,80,89,1,32.5,0.5,0.5,6.76,0,0.3,40.56,0
2,01/01/2020 01:08:44 AM,01/01/2020 01:29:51 AM,1,9.6,1,N,65,179,1,29,0.5,0.5,6.06,0,0.3,36.36,0
2,01/01/2020 01:46:22 AM,01/01/2020 02:09:37 AM,1,3.41,1,N,237,246,1,17,0.5,0.5,1,0,0.3,21.8,2.5
1,01/01/2020 01:00:12 AM,01/01/2020 01:10:59 AM,2,1,1,N,249,90,1,8.5,3,0.5,2.46,0,0.3,14.76,2.5
1,01/01/2020 01:12:19 AM,01/01/2020 01:15:40 AM,1,0.5,1,N,90,186,2,4.5,3,0.5,0,0,0.3,8.3,2.5
1,01/01/2020 01:18:27 AM,01/01/2020 01:37:11 AM,4,2.9,1,N,68,144,1,13.5,3,0.5,5.15,0,0.3,22.45,2.5
1,01/01/2020 01:38:31 AM,01/01/2020 01:49:18 AM,1,1.1,1,N,144,249,1,8,3,0.5,2,0,0.3,13.8,2.5
1,01/01/2020 01:51:09 AM,01/01/2020 02:16:03 AM,4,4.7,1,N,249,263,1,19,3,0.5,4.55,0,0.3,27.35,2.5
2,01/01/2020 12:58:35 AM,01/01/2020 01:17:06 AM,1,3.26,1,N,148,229,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5
2,01/01/2020 01:25:31 AM,01/01/2020 01:34:38 AM,1,2.03,1,N,161,236,1,9,0.5,0.5,1.92,0,0.3,14.72,2.5
1,01/01/2020 01:16:52 AM,01/01/2020 01:21:58 AM,3,0.7,1,N,107,170,2,5.5,3,0.5,0,0,0.3,9.3,2.5
1,01/01/2020 01:25:14 AM,01/01/2020 01:46:59 AM,2,3.2,1,N,107,140,1,15.5,3,0.5,3.5,0,0.3,22.8,2.5
